name,price_eur,size_m2,plot_size_m2,free_area_m2,rooms,location,postcode,lat,lon,url,platform,property_type,description
"Gartenwohnung mit Terrasse und großem Eigengarten, 2 Zimmer in historischem Ambiente - zukaufenin 1130 Wien","€ 482.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a042d6d7e232b081e9ca37d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Eigentumswohnung mit Balkon - Küche mit Miele Geräte - Nähe Schönbrunn - zukaufenin 1120 Wien,"€ 519.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a06f6083295ada687ba7e0b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Aichholzgasse 35 - Attraktive 2-Zimmer-Wohnung in Schönbrunn-Nähe - zukaufenin 1120 Wien,"€ 395.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68f757a83b51764b51f4ae2f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Kapitalanlage: Investieren Sie in 2 Zimmer, Innenhoflage im 1. Obergeschoß - zukaufenin 1120 Wien","€ 282.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68f734a1552fa5de0ad39e35?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"GREEN LIVING: 4 Zimmer, Family-Oase mit Balkon - provisionsfrei zukaufenin 1230 Wien","€ 579.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69fb0486a6da86a518df41a7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bezugsfertig: 3 Zimmer Gartenwohnung mit Luft-Wärme-Pumpe - jetztkaufenin 2391 Kaltenleutgeben,"€ 405.000,",,,,,,,,,https://www.immobilienscout24.at/expose/65f073c0867942f8ba79b230?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Grünruhelage beim Liesingbach, 2 Zimmer mit Loggia im Dachgeschoß - provisionsfrei zukaufenin 1230 Wien","€ 329.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68417217baf3ea3aa01f93dd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
LIESING GARDENS - Exklusive Doppelhaushälfte mit Eigengarten beim Liesingbach - provisionsfrei zukaufenin 1230 Wien,"€ 799.000,",,,,,,,,,https://www.immobilienscout24.at/expose/682c3a4a48fba390b8f65ca3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Tiny Living: Gartenwohnung mit Terrasse beim Liesingbach - provisionsfrei zukaufenin 1230 Wien,"€ 299.000,",,,,,,,,,https://www.immobilienscout24.at/expose/682dc245a29306735609e030?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Cozy Living beim Liesingbach, Dachgeschoß mit kleiner Terrasse - provisionsfrei zukaufenin 1230 Wien","€ 230.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68419e4dbaf3ea3aa01fcd6e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Family Living im Dachgeschoß mit Balkon und Grünblick in Ruhelage - provisionsfrei zukaufenin 1230 Wien,"€ 399.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68f73ac538bc441260ed832e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
3 Zimmer-Oase im Dachgeschoß mit Sunset-Balkon und Grünblick - provisionsfrei zukaufenin 1230 Wien,"€ 549.000,",,,,,,,,,https://www.immobilienscout24.at/expose/682c3c093f60189e2e1fe52e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Erstbezug in U3-Nähe - Traumhafte 4,5 Zimmer mit Balkon - zukaufenin 1140 Wien","€ 755.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0ae97c0aabd300566a418e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Dachgeschoßwohnung mit Balkon, 3 Zimmer, Green Living - provisionsfrei zukaufenin 1230 Wien","€ 599.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69fb0698a6da86a518df50e2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: 3-Zimmer Neubauwohnung - 5 Minuten zur Wiener Stadtgrenze - zukaufenin 2391 Kaltenleutgeben,"€ 499.400,",,,,,,,,,https://www.immobilienscout24.at/expose/662a586013c0e9bc54ed771b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Kuschelige, sonnige Dachgeschoß-Wohnung mit Terrasse, Bad mit Fenster - zukaufenin 1120 Wien","€ 465.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68483788312e998005257071?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: 3 Zimmer Neubauwohnung mit 20m² Terrasse mit traumhaften Wienerwaldblick - zukaufenin 2391 Kaltenleutgeben,"€ 434.500,",20.0,,,,,,,,https://www.immobilienscout24.at/expose/662b795a13c0e9bc54f17c85?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Charmante 2 Zimmer im Neubauprojekt mit Wohnqualität - Bezugsfertige Gartenwohnung zukaufenin 1030 Wien,"€ 517.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2bac657ca013173f9e35f3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Großzügige südliche 3-Zimmer Neubauwohnung mit 22m² Terrasse - zukaufenin 2391 Kaltenleutgeben,"€ 539.100,",22.0,,,,,,,,https://www.immobilienscout24.at/expose/6628e77636d435ac961246ed?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Kapitalanlage - Vorsorgewohnung in bester Lage am Hauptplatz - Anlage-Wohnungen zukaufenin 2320 Schwechat,"€ 175.100,",,,,,,,,,https://www.immobilienscout24.at/expose/69b1470708fb594f57b73d7d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Lichtdurchflutete 3 Zimmer mit Balkon in Grünruhelage im Dachgeschoß - provisionsfrei zukaufenin 1230 Wien,"€ 449.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a424d8d74caa309273c24a9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Kaufdir eine TEILSANIERTE FABRIK (Baujahr 1820) zum Wohnen und Arbeiten! - ANKAUFBAR: ost- UND / ODER westseitiger Teil!,"€ 958.800,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3c55d823efdfa5dcce422d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bad Vöslau: unbebautes Betriebsgrundstück (4.492 m² / nicht teilbar) in Frequenzlage neben JYSK zukaufen,"€ 990.000,",4492.0,,,,,,,,https://www.immobilienscout24.at/expose/6a0f7d14429b54bf7a3cff9b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Preisreduktion: Traumhaftes Einfamilienhaus mit Einliegerwohnung in bester Wohnlage im Kurort Bad Häring zukaufen,"€ 980.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3bd7e623efdfa5dccdc30f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
NEUER PREIS! Ansprechendes Restaurant in Top-Lage im Zentrum von Bad Ischl zukaufen!,"€ 350.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a16d52b80ff132227b83cfd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ehemaliges Gasthaus und beliebter Treffpunkt mit Ferienzimmer und neu adaptierter Wohnung auf 2.302m² Grund zukaufen!,"€ 350.000,",2302.0,,,,,,,,https://www.immobilienscout24.at/expose/66422e79e5db7285822ec13e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Heute wohnen, späterkaufen! ~15 Minuten von Eisenstadt I leistbares Miet-Kauf-Konzept I individuell gestaltbare Grundrisse I Einfamilienhaus, Dopp...","€ 900,",,,,,,,,,https://www.immobilienscout24.at/expose/67fe73b19f5f64b97885a584?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Exklusives Wohnen in Graz-Waltendorf: Großzügige 96 m² Erdgeschosswohnung mit drei Schlafzimmern - zukaufen,"€ 670.500,",96.0,,,,,,,,https://www.immobilienscout24.at/expose/6a16c84d80ff132227b82c3d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Bezugsfertige Dachgeschoßwohnung mit großzügiger Terrasse - Penthouse mit 2 Stellplätzen - provisionsfrei zukaufenin 1030 Wien,"€ 1.750.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2bac218c6713fcd408e3af?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnen im Zentrum von Grieskirchen - Helle 3 Zimmerwohnung mit Balkon / ERSTBEZUG - Miete undKaufmöglich,"€ 814,22",,,,,,,,,https://www.immobilienscout24.at/expose/6a29249a36d25daf4f6382a6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Lager, Büro & Showroom unter einem Dach – rund 900 m² Gewerbefläche in Lustenau | Miete oderKauf",,900.0,,,,,,,,https://www.immobilienscout24.at/expose/6a215699ddfaba85e1bd36b0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Eigentum ohne sofortigenKauf– seltene Mietkaufchance | Balkon | Erstbezug | 3 Zimmer | Ruhelage,"€ 966,18",,,,,,,,,https://www.immobilienscout24.at/expose/69b41b1dbd9c3ca0a54b4492?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Eigentum ohne sofortigenKauf– seltene Mietkaufchance | Balkon | Erstbezug | 3 Zimmer | Ruhelage,"€ 842,16",,,,,,,,,https://www.immobilienscout24.at/expose/69b41b1d1e507d4b788245f0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"SEHR HELLE, RUHIGE DACHGESCHOSS-MAISONETTE MIT UNEINSICHTIGER DACHTERRASSE – NAHE MAURER HAUPTPLATZ ZUKAUFEN!","€ 295.000,",,,,,,,,,https://www.immobilienscout24.at/expose/698de3af9cd4af2b1f966e13?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
88m² DG-Maisonette + 11m² Terrasse im renovierten Stilaltbau zukaufen- 1170 Wien,"€ 599.000,",88.0,,,,,,,,https://www.immobilienscout24.at/expose/69f39d34897bd2a11f562d73?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Helle 4-Zimmer-Wohnung, 83m², 1120 Wien – renovierungsbedürftig,Kauf289.000 €","€ 289.000,",83.0,,,,,,,,https://www.immobilienscout24.at/expose/69e1fd88694996bea3eb052e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Schöne interessante Zwei-Zimmer-Hochparterrewohnung mit Balkon, 2 Kellerräume und überdachtem Parkplatz zukaufen.","€ 95.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a412e5747cf267667848186?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
2 in 1: Sie haben die Wahl : Großzügige Wohnung mit 290m² Gartenparadies ab sofort zukaufen,"€ 639.000,",290.0,,,,,,,,https://www.immobilienscout24.at/expose/69fc63f61193925046f272e7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"IM HERZEN DER STADT! Schicke, renovierte 3 Zimmer Wohnung in ruhiger Zentrumslage zukaufen!","€ 299.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c4fe9b0dfed63dfd9873d5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Freistehende Gewerbeimmobilie, gute Lage in Klagenfurt mit 24 Parkplätzen -Kaufod. MIETE möglich","€ 6.700,",,,,,,,,,https://www.immobilienscout24.at/expose/69e0cc1e694996bea3e8820d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Imbiss zuKaufen- gute, sichtbare Lage, günstige Pacht, leistbare, moderate Ablöse!","€ 150,",,,,,,,,,https://www.immobilienscout24.at/expose/6a196906f15b736e8c34632f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Gartenwohnung in historischem Ambiente - 2 Zimmer, 50 m² Eigengarten - zukaufenin 1130 Wien","€ 434.000,",50.0,,,,,,,,https://www.immobilienscout24.at/expose/6a042d16559819e88d334497?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"PROVISIONSFREI: Perfekt aufgeteilte, südseitige Balkonwohnung mit 3 Zimmern im Grünen - zukaufenin 2391 Kaltenleutgeben","€ 414.000,",,,,,,,,,https://www.immobilienscout24.at/expose/663a5fdb51e0dffbe7dea1da?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmante 3-Zimmer-Wohnung mit Balkon und Blick in den Wienerwald - zukaufenin 1140 Wien,"€ 545.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68a32baf6245c9c7ab3d43b5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: SÜD/WEST 4-Zimmer Neubauwohnung mit 42m² Freifläche - zukaufenin 2391 Kaltenleutgeben,"€ 599.700,",42.0,,,,,,,,https://www.immobilienscout24.at/expose/662a4aa413c0e9bc54ed53f9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Naturnah und ruhig - 4 Zimmer mit Balkon im 1. Obergeschoß - provisionsfrei zukaufenin 1140 Wien,"€ 998.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68936079f942e0b3ce2d3bf8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Perfekte 3-Zimmer-Wohnung im Erstbezug - U3-Anbindung - zukaufenin 1140 Wien,"€ 455.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a06fab19b7d6c6c9164f8be?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Eckwohnung mit 30 m² Balkon - Luftwärmepumpe - Tageslichtbad - bezugsfertig zukaufenin 2391 Kaltenleutgeben,"€ 377.000,",30.0,,,,,,,,https://www.immobilienscout24.at/expose/65f07397b684b0087124346b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Einzigartiges Wohngefühl: Luxuriöse Dachgeschoßwohnung mit Grünblick und 68m² Terrasse - zukaufenin 2391 Kaltenleutgeben,"€ 730.400,",68.0,,,,,,,,https://www.immobilienscout24.at/expose/6638e2a4e14ef1e5dfff7e30?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Wienerwaldblick inklusive - 2 Zimmer Wohnung mit 28m² Terrasse - zukaufenin 2391 Kaltenleutgeben,"€ 298.000,",28.0,,,,,,,,https://www.immobilienscout24.at/expose/662b708c36d435ac961a7c11?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Südseitig gelegene Gartenwohnung, große Terrasse, 4 Zimmer - provisionsfrei zukaufenin 1140 Wien","€ 1.200.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68935df3fb730b0ca23bc394?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Green Living in Ruhelage, Großzügige 3 Zimmer mit Balkon - provisionsfrei zukaufenin 1230 Wien","€ 529.000,",,,,,,,,,https://www.immobilienscout24.at/expose/682c3d2648fba390b8f6611e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Erstbezug: Maisonette im Dachgeschoß mit 2 Terrassen in U3-Nähe - zukaufenin 1140 Wien,"€ 865.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0af3fa0aabd300566a5afa?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Großzügige 4,5-Zimmer-Wohnung im Erstbezug - U3-Anbindung - zukaufenin 1140 Wien","€ 689.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a06ee9c3295ada687ba5cce?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Perfekte 4,5-Zimmer-Wohnung im Erstbezug - U3-Anbindung - zukaufenin 1140 Wien","€ 718.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a06f9093295ada687ba8da1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: 2-Zimmer Neubauwohnung mit wunderschönem Wienerwaldblick - Balkonwohnung zukaufenin 2391 Kaltenleutgeben,"€ 299.500,",,,,,,,,,https://www.immobilienscout24.at/expose/6627949f13c0e9bc54e5979a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: 3-Zimmer Neubauwohnung mit 20m² Terrasse mit wunderschönem Wienerwaldblick - zukaufenin 2391 Kaltenleutgeben,"€ 547.000,",20.0,,,,,,,,https://www.immobilienscout24.at/expose/6627b20113c0e9bc54e5bdb7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: SMARTE 2-Zimmer Neubauwohnung mit Freifläche inkl. Wienerwaldblick - zukaufenin 2391 Kaltenleutgeben,"€ 342.600,",,,,,,,,,https://www.immobilienscout24.at/expose/6627a84c36d435ac960ec82e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Südseitige Balkonwohnung im Erdgeschoß mit 3 Zimmern im Grünen - zukaufenin 2391 Kaltenleutgeben,"€ 426.400,",,,,,,,,,https://www.immobilienscout24.at/expose/663a0b2ff00c6649d7d230e7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
PROVISIONSFREI: Blick ins Grüne: Südseitige Balkonwohnung mit 3 Zimmern - zukaufenin 2391 Kaltenleutgeben,"€ 542.800,",,,,,,,,,https://www.immobilienscout24.at/expose/6628e43936d435ac9612419d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Green Townhouse-Feeling: Großzügige Maisonette mit Terrasse und Eigengarten - provisionsfrei zukaufenin 1230 Wien,"€ 699.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a424d8d74caa309273c24ac?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
4 Zimmer Familienwohnung zwischen Lobau und U2! 2 Badezimmer! Hochwertigste Ausstattung! Provisionsfrei für denKäufer,"€ 849.900,",,,,,,,,,https://www.immobilienscout24.at/expose/6a42862b74caa309273c7a46?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Lagerhalle. Geschäftslokal. Büro. Produktion /// 435m2 Halle. 2.425m2 Grund. >Zubau möglich!Kauf&Miete. Mistelbach |pure_living,"€ 789.900,",,,,,,,,,https://www.immobilienscout24.at/expose/691580a75598b8b0788e8844?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
